keywords,city,Agg store_number,store_number,address,state,zip_code
Dollar Tree,Prineville,3148,3148 000003148X 00003148X 0003148X 003148X 03148X,1550 NE Third Street,OR,97754
Dollar Tree,Monmouth Junction,3149,3149 000003149X 00003149X 0003149X 003149X 03149X,"4095 US Highway 1, #301",NJ,8852
Dollar Tree,Maplewood,3150,3150 000003150X 00003150X 0003150X 003150X 03150X,1727 Beam Avenue Suite E,MN,55109
Dollar Tree,Waynesboro,3151,3151 000003151X 00003151X 0003151X 003151X 03151X,"1523 E. Main Street, Suite A",PA,17268
Dollar Tree,Auburn,3152,3152 000003152X 00003152X 0003152X 003152X 03152X,1012 W 7th Street,IN,46706
Dollar Tree,Bad Axe,3153,3153 000003153X 00003153X 0003153X 003153X 03153X,"897 North Van Dyke Rd, Unit G",MI,48413
Dollar Tree,Yukon,3154,3154 000003154X 00003154X 0003154X 003154X 03154X,"1300 W Vandament Ave, Unit 701",OK,73099
Dollar Tree,Jeffersonville,3155,3155 000003155X 00003155X 0003155X 003155X 03155X,"1009 Youngstown, Shopping Ctr",IN,47130
Dollar Tree,Middletown,3156,3156 000003156X 00003156X 0003156X 003156X 03156X,880 W Main Rd,RI,2842
Dollar Tree,Newport,3157,3157 000003157X 00003157X 0003157X 003157X 03157X,110 Newport Towne Ctr,TN,37821
Dollar Tree,Brownsville,3158,3158 000003158X 00003158X 0003158X 003158X 03158X,4445 N. Expressway,TX,78520
Dollar Tree,Dayton,3159,3159 000003159X 00003159X 0003159X 003159X 03159X,"6 Pine Cone Rd, Ste 7",NV,89403
Dollar Tree,Zanesville,3160,3160 000003160X 00003160X 0003160X 003160X 03160X,3899 Gorsky Dr,OH,43701
Dollar Tree,Atlantic Beach,3161,3161 000003161X 00003161X 0003161X 003161X 03161X,"1010 W Fort Macon Rd, Ste 23",NC,28512
Dollar Tree,Greenwood,3162,3162 000003162X 00003162X 0003162X 003162X 03162X,"707 S Madison Ave, Suite L",IN,46143
Dollar Tree,El Paso,3163,3163 000003163X 00003163X 0003163X 003163X 03163X,"1700 N Zaragoza Rd, Ste 129",TX,79936
Dollar Tree,Terre Haute,3164,3164 000003164X 00003164X 0003164X 003164X 03164X,3648 S US Highway 41,IN,47802
Dollar Tree,Weslaco,3165,3165 000003165X 00003165X 0003165X 003165X 03165X,"1901 W Expressway 83, Ste 100",TX,78596
Dollar Tree,Upper Darby,3166,3166 000003166X 00003166X 0003166X 003166X 03166X,6701 Market St.,PA,19082
Dollar Tree,Semmes,3167,3167 000003167X 00003167X 0003167X 003167X 03167X,"7885 Moffett Rd., Ste 108",AL,36575
Dollar Tree,Manchester,3168,3168 000003168X 00003168X 0003168X 003168X 03168X,348 Middle Turnpike West,CT,6040
